,Clan,Generation,Sire,Childer,Name,Link
84,Gangrel,9th,,Nathaniel Simmons (1830),Vilmius,https://whitewolf.fandom.com/wiki/Vilmius
85,Gangrel,unknown,,,Visigoth,https://whitewolf.fandom.com/wiki/Visigoth
86,Gangrel,4th,Ennoia,"['Wulfgar (457 CE)', 'Many more']",Vola the Red,https://whitewolf.fandom.com/wiki/Vola_the_Red
87,Gangrel,9th,Unknown,,Drea Warden,https://whitewolf.fandom.com/wiki/Drea_Warden
88,Gangrel,10th,,Thomas Gerhieren (1971),Wendy,https://whitewolf.fandom.com/wiki/Wendy
89,Gangrel,10th,Gangrel landowner,,Mickey Wheeler,https://whitewolf.fandom.com/wiki/Mickey_Wheeler
90,Gangrel Ghoul,,,,Karl Williams,https://whitewolf.fandom.com/wiki/Karl_Williams
91,Gangrel,10th,Unknown,,Allan Woodstock,https://whitewolf.fandom.com/wiki/Allan_Woodstock
92,Gangrel,8th,"Mitru, the Hunter",,Wulfar,https://whitewolf.fandom.com/wiki/Wulfar
93,Gangrel,5th,Vola the Red,Several,Wulfgar,https://whitewolf.fandom.com/wiki/Wulfgar
94,Gangrel,7th,Arnulf,,Wulfrick,https://whitewolf.fandom.com/wiki/Wulfrick
95,Gangrel,7th,Rhun of Tintagel,Several,Xaviar,https://whitewolf.fandom.com/wiki/Xaviar
96,Gangrel,possibly 5th,possibly Dobrul the Brave,,Yesira,https://whitewolf.fandom.com/wiki/Yesira
97,Gangrel (Wah'Sheen),5th,unknown,Several,Zayyat,https://whitewolf.fandom.com/wiki/Zayyat
98,Gangrel,unknown,,,Zeke J.,https://whitewolf.fandom.com/wiki/Zeke_J.
99,Gangrel,8th,Tyrus,"['Jackie Goodman', 'Nadine Lewandowski']",Randy Zelley,https://whitewolf.fandom.com/wiki/Randy_Zelley
100,Gangrel,possibly 9th or 10th,,,Dario Ziggler,https://whitewolf.fandom.com/wiki/Dario_Ziggler
101,Gangrel/Ahrimanes,7th,Unknown,Numerous,Ádísa,https://whitewolf.fandom.com/wiki/%C3%81d%C3%ADsa
