,Clan,Generation,Sire,Childer,Name,Link
74,Nosferatu (Nictuku),4th,Absimiliard,,Vasilisa,https://whitewolf.fandom.com/wiki/Vasilisa
75,Nosferatu,6th,,Malachite (842 CE),Vasilli,https://whitewolf.fandom.com/wiki/Vasilli
76,Nosferatu,10th,possibly Cicatriz,Malloc (1998),Estaban Vasquez,https://whitewolf.fandom.com/wiki/Estaban_Vasquez
77,Nosferatu,possibly 8th or 9th,,,Nikolaus Vermeulen,https://whitewolf.fandom.com/wiki/Nikolaus_Vermeulen
78,Nosferatu,6th,,,Matron Violetta,https://whitewolf.fandom.com/wiki/Matron_Violetta
79,Nosferatu,7th,,Nathaniel Bordruff (1926),Virginia (Nosferatu),https://whitewolf.fandom.com/wiki/Virginia_(Nosferatu)
80,Nosferatu,7th,Rasalon,Selene Iliades,Vole,https://whitewolf.fandom.com/wiki/Vole
81,Nosferatu,,,,Volker,https://whitewolf.fandom.com/wiki/Volker
82,Nosferatu,6th,unknown,Federico DiPadua (adopted),Josef von Bauren,https://whitewolf.fandom.com/wiki/Josef_von_Bauren
83,Nosferatu,5th,Baba Yaga,,Sergei Voshkov,https://whitewolf.fandom.com/wiki/Sergei_Voshkov
84,Nosferatu,7th,Khalid,,Peter Walenski,https://whitewolf.fandom.com/wiki/Peter_Walenski
85,Nosferatu,7th,Khalid Al-Rashid,,Tammy Walenski,https://whitewolf.fandom.com/wiki/Tammy_Walenski
86,Nosferatu,5th,Baba Yaga,Ellison Humboldt,Melitta Wallenberg,https://whitewolf.fandom.com/wiki/Melitta_Wallenberg
87,Nosferatu,7th,Powell,"['Maryann Fletcher (1614)', 'Lawrence Meeks (1769)', 'Kurt Densch (1913)']",Stanford Warwick,https://whitewolf.fandom.com/wiki/Stanford_Warwick
88,Nosferatu,9th,Cedrick Calhoun,,Wauneka,https://whitewolf.fandom.com/wiki/Wauneka
89,Nosferatu,,,,Wid,https://whitewolf.fandom.com/wiki/Wid
90,Nosferatu or Hecata,12th,,,Dexter Wilkins,https://whitewolf.fandom.com/wiki/Dexter_Wilkins
91,Nosferatu or Salubri,12th,,,Carol Winfield,https://whitewolf.fandom.com/wiki/Carol_Winfield
92,Nosferatu,11th,Amelia,,Wolfgang (Nosferatu),https://whitewolf.fandom.com/wiki/Wolfgang_(Nosferatu)
93,Nosferatu,,,,Xochitl,https://whitewolf.fandom.com/wiki/Xochitl
94,Nosferatu,6th,,Josef Zvi,Yehuda,https://whitewolf.fandom.com/wiki/Yehuda
95,Nosferatu,4th,Absimiliard,['Cleopatra'],Yima,https://whitewolf.fandom.com/wiki/Yima
96,Nosferatu,Unknown,Unknown,,Zacchaeus,https://whitewolf.fandom.com/wiki/Zacchaeus
97,Nosferatu,7th,Hannibal,[],Zelios,https://whitewolf.fandom.com/wiki/Zelios
98,Nosferatu,7th,Yehuda,Many unknown,Josef Zvi,https://whitewolf.fandom.com/wiki/Josef_Zvi
